ID,sex,race,educ,yob,hhincome2021,parent_edu
916,female,nonblacknonhispanic,BA,1983,360000,BA or more
917,male,nonblacknonhispanic,MA,1984,75000,BA or more
918,male,nonblacknonhispanic,HS,1981,599728,BA or more
919,female,nonblacknonhispanic,ProfD,1984,599728,BA or more
920,female,nonblacknonhispanic,BA,1981,599728,BA or more
922,female,hispanic,MA,1982,180750,BA or more
923,female,multi,BA,1981,0,Some college
924,female,black,BA,1982,149486,BA or more
927,male,hispanic,AA,1981,325000,BA or more
930,female,hispanic,HS,1983,97571,Some college
931,female,black,PhD,1984,184501,Some college
932,female,nonblacknonhispanic,MA,1984,159000,BA or more
933,female,nonblacknonhispanic,MA,1981,82400,BA or more
936,male,nonblacknonhispanic,HS,1984,115000,BA or more
943,male,nonblacknonhispanic,BA,1984,100100,BA or more
945,female,nonblacknonhispanic,HS,1980,216600,BA or more
946,male,nonblacknonhispanic,ProfD,1981,599728,Some college
951,female,nonblacknonhispanic,MA,1981,302502,BA or more
955,female,nonblacknonhispanic,BA,1984,98750,BA or more
957,male,nonblacknonhispanic,HS,1984,0,BA or more
959,male,nonblacknonhispanic,AA,1983,0,BA or more
961,female,nonblacknonhispanic,BA,1984,599728,BA or more
962,male,nonblacknonhispanic,AA,1980,254852,BA or more
963,male,nonblacknonhispanic,MA,1984,252200,BA or more
964,female,hispanic,BA,1982,155832,BA or more
966,female,nonblacknonhispanic,HS,1984,45000,HS
967,female,multi,MA,1982,181750,BA or more
969,female,nonblacknonhispanic,MA,1984,265200,BA or more
970,male,nonblacknonhispanic,BA,1983,121700,BA or more
972,male,nonblacknonhispanic,MA,1982,136000,BA or more
974,male,nonblacknonhispanic,ProfD,1982,190500,BA or more
975,male,nonblacknonhispanic,HS,1980,90000,Some college
976,male,nonblacknonhispanic,AA,1981,252811,Some college
978,male,nonblacknonhispanic,BA,1980,270000,BA or more
979,female,nonblacknonhispanic,BA,1982,599728,BA or more
980,male,nonblacknonhispanic,BA,1982,599728,BA or more
983,female,hispanic,HS,1984,182000,Some college
984,female,hispanic,BA,1981,120000,less than HS
986,female,nonblacknonhispanic,HS,1980,95000,BA or more
988,female,nonblacknonhispanic,BA,1983,97005,HS
989,female,nonblacknonhispanic,HS,1983,55000,BA or more
990,male,nonblacknonhispanic,BA,1981,370000,HS
992,female,nonblacknonhispanic,HS,1983,43000,Some college
993,female,nonblacknonhispanic,GED,1981,50000,Some college
994,male,nonblacknonhispanic,HS,1983,125000,Some college
995,female,hispanic,HS,1980,63571,HS
996,female,nonblacknonhispanic,AA,1981,143000,Some college
999,male,nonblacknonhispanic,HS,1982,30000,HS
1000,male,nonblacknonhispanic,HS,1981,10000,BA or more
1003,female,nonblacknonhispanic,HS,1982,73200,BA or more
1004,male,nonblacknonhispanic,HS,1984,50000,BA or more
1008,female,nonblacknonhispanic,HS,1980,75000,Some college
1009,male,nonblacknonhispanic,MA,1982,98400,Some college
1010,female,nonblacknonhispanic,AA,1983,94000,HS
1011,male,nonblacknonhispanic,BA,1981,235000,BA or more
1012,male,nonblacknonhispanic,HS,1983,137500,BA or more
1013,male,black,ProfD,1983,185000,Some college
1014,male,nonblacknonhispanic,AA,1982,0,BA or more
1018,male,nonblacknonhispanic,HS,1982,599728,BA or more
1021,female,nonblacknonhispanic,ProfD,1984,240000,Some college
1022,female,nonblacknonhispanic,MA,1981,211000,BA or more
1023,female,hispanic,BA,1983,120000,Some college
1024,female,nonblacknonhispanic,MA,1981,115000,Some college
1025,male,nonblacknonhispanic,BA,1981,166000,BA or more
1026,male,nonblacknonhispanic,HS,1980,205000,HS
1027,male,nonblacknonhispanic,HS,1981,75000,HS
1029,female,nonblacknonhispanic,HS,1982,75000,less than HS
1030,male,nonblacknonhispanic,HS,1981,60000,HS
1031,male,black,AA,1982,115000,HS
1032,male,black,BA,1982,7000,less than HS
1033,female,black,HS,1983,0,HS
1034,male,black,GED,1982,0,Some college
1035,female,black,HS,1981,51000,HS
1037,male,black,None,1982,25000,HS
1039,female,black,HS,1984,14671,less than HS
1040,female,black,AA,1981,80000,HS
1042,female,black,HS,1982,30000,less than HS
1044,male,black,HS,1983,2500,less than HS
1045,female,black,GED,1980,1214,HS
1046,male,black,GED,1983,78000,HS
1047,female,black,AA,1980,37500,HS
1048,female,black,HS,1983,21300,less than HS
1049,male,hispanic,None,1983,97000,less than HS
1053,male,black,HS,1981,100000,HS
1054,female,black,GED,1983,66042,HS
1055,female,black,HS,1982,124000,less than HS
1056,female,black,HS,1980,30000,less than HS
1057,female,black,HS,1981,28000,less than HS
1059,male,black,HS,1984,0,HS
1060,female,black,HS,1984,0,BA or more
1061,female,black,HS,1983,48000,HS
1066,female,black,HS,1984,66600,Some college
1068,male,hispanic,None,1984,10000,less than HS
1071,male,hispanic,GED,1984,44000,HS
1074,male,nonblacknonhispanic,ProfD,1983,232500,BA or more
1077,female,nonblacknonhispanic,MA,1983,223000,BA or more
1081,male,nonblacknonhispanic,PhD,1983,185000,BA or more
1082,female,nonblacknonhispanic,MA,1982,108229,BA or more
1084,female,nonblacknonhispanic,BA,1982,80300,BA or more
1085,male,nonblacknonhispanic,HS,1980,270000,Some college
1086,male,nonblacknonhispanic,BA,1983,196350,BA or more
1087,female,hispanic,MA,1981,25000,HS
1091,female,nonblacknonhispanic,HS,1980,152000,Some college
1092,female,nonblacknonhispanic,MA,1982,219100,Some college
1093,male,hispanic,AA,1982,145000,Some college
1095,male,black,MA,1982,100000,Some college
1096,female,black,GED,1984,0,less than HS
1097,male,black,HS,1980,85000,BA or more
1098,female,black,AA,1983,24000,BA or more
1099,female,black,GED,1980,75000,HS
1100,female,black,HS,1982,25000,Some college
1103,female,hispanic,HS,1984,17500,less than HS
1104,female,nonblacknonhispanic,HS,1981,599728,Some college
1110,male,nonblacknonhispanic,BA,1981,90000,Some college
1111,male,nonblacknonhispanic,AA,1984,43500,Some college
1112,male,nonblacknonhispanic,BA,1981,140000,BA or more
1113,male,nonblacknonhispanic,BA,1981,147000,HS
1116,female,nonblacknonhispanic,MA,1983,143750,BA or more
1118,female,nonblacknonhispanic,MA,1980,122000,HS
1119,female,hispanic,MA,1983,57000,HS
1124,male,hispanic,None,1982,17500,less than HS
1125,male,black,HS,1983,63531,HS
1128,female,black,HS,1984,599728,Some college
1129,male,nonblacknonhispanic,BA,1983,117500,Some college
1135,male,nonblacknonhispanic,BA,1984,284600,BA or more
1138,female,nonblacknonhispanic,BA,1981,190000,BA or more
1142,male,nonblacknonhispanic,None,1980,40000,Some college
1143,female,nonblacknonhispanic,AA,1982,155000,Some college
1144,female,nonblacknonhispanic,GED,1983,599728,Some college
1145,female,nonblacknonhispanic,BA,1982,240000,Some college
1146,female,nonblacknonhispanic,BA,1984,169700,Some college
1147,male,nonblacknonhispanic,MA,1980,70050,HS
1148,female,nonblacknonhispanic,HS,1981,117537,HS
1149,female,nonblacknonhispanic,PhD,1983,305000,HS
1150,male,nonblacknonhispanic,BA,1984,155000,BA or more
1152,female,hispanic,HS,1980,150000,HS
1153,female,hispanic,AA,1983,145000,HS
1155,male,nonblacknonhispanic,HS,1982,190000,BA or more
1156,female,nonblacknonhispanic,HS,1984,0,BA or more
1158,male,nonblacknonhispanic,BA,1981,168000,BA or more
1159,male,nonblacknonhispanic,HS,1982,71236,BA or more
1160,female,nonblacknonhispanic,HS,1982,213400,BA or more
1161,male,nonblacknonhispanic,MA,1981,130000,HS
1162,male,nonblacknonhispanic,BA,1980,176000,BA or more
1163,male,nonblacknonhispanic,BA,1983,212000,BA or more
1164,male,nonblacknonhispanic,BA,1982,161750,HS
1165,female,nonblacknonhispanic,BA,1983,175000,HS
1167,male,nonblacknonhispanic,HS,1980,154000,Some college
1169,female,nonblacknonhispanic,HS,1983,118995,Some college
1171,male,nonblacknonhispanic,MA,1984,225083,BA or more
1172,male,nonblacknonhispanic,HS,1981,5000,HS
1173,female,nonblacknonhispanic,BA,1983,170100,HS
1176,male,nonblacknonhispanic,BA,1984,50000,Some college
1177,female,nonblacknonhispanic,MA,1982,133000,Some college
1179,male,nonblacknonhispanic,MA,1982,49500,BA or more
1180,male,nonblacknonhispanic,HS,1984,150000,BA or more
1183,male,nonblacknonhispanic,HS,1982,88000,HS
1184,male,hispanic,AA,1980,245000,Some college
1185,male,hispanic,AA,1983,205000,Some college
1186,male,nonblacknonhispanic,BA,1980,599728,HS
1187,female,hispanic,BA,1983,180030,HS
1188,female,nonblacknonhispanic,BA,1983,84100,HS
1189,male,nonblacknonhispanic,MA,1982,52300,BA or more
1190,female,hispanic,BA,1981,62700,BA or more
1194,female,nonblacknonhispanic,HS,1984,81719,HS
1195,male,nonblacknonhispanic,HS,1981,85229,HS
1197,female,nonblacknonhispanic,GED,1984,51386,HS
1198,male,nonblacknonhispanic,HS,1980,85000,Some college
1201,male,nonblacknonhispanic,GED,1984,127500,HS
1202,male,black,HS,1981,36815,HS
1203,female,black,None,1981,0,less than HS
1204,male,black,None,1983,0,less than HS
1205,female,black,BA,1980,40000,Some college
1206,female,black,HS,1984,36380,Some college
1207,male,black,HS,1982,30000,Some college
1208,male,black,BA,1982,88000,Some college
1209,female,black,HS,1983,37500,HS
1210,male,black,GED,1983,50000,HS
1211,male,black,GED,1980,40000,less than HS
1212,female,black,None,1983,0,less than HS
1214,male,black,HS,1982,1200,less than HS
1215,male,black,BA,1980,86686,less than HS
1218,male,black,HS,1983,192000,HS
1220,female,black,HS,1981,13924,HS
1221,male,black,AA,1981,46666,HS
1223,female,black,BA,1980,78000,Some college
1224,male,black,HS,1981,52500,HS
1227,female,multi,MA,1983,76000,BA or more
1228,male,nonblacknonhispanic,MA,1980,135000,Some college
1229,female,nonblacknonhispanic,HS,1984,98000,BA or more
1230,male,nonblacknonhispanic,HS,1984,76500,BA or more
1231,male,nonblacknonhispanic,PhD,1980,214500,BA or more
1232,male,nonblacknonhispanic,BA,1983,281000,BA or more
1233,male,nonblacknonhispanic,ProfD,1983,599728,BA or more
1234,male,nonblacknonhispanic,BA,1983,137093,BA or more
1235,male,nonblacknonhispanic,BA,1983,225000,BA or more
1237,male,nonblacknonhispanic,BA,1983,134000,BA or more
1238,female,nonblacknonhispanic,HS,1983,54120,BA or more
1239,male,nonblacknonhispanic,HS,1983,117400,BA or more
1241,female,nonblacknonhispanic,BA,1981,599728,Some college
1242,female,nonblacknonhispanic,MA,1984,88714,BA or more
1244,male,nonblacknonhispanic,BA,1981,198271,BA or more
1245,female,nonblacknonhispanic,BA,1980,65000,BA or more
1246,female,nonblacknonhispanic,HS,1980,75000,BA or more
1247,male,nonblacknonhispanic,BA,1982,102000,BA or more
1248,female,nonblacknonhispanic,BA,1984,225000,BA or more
1249,female,nonblacknonhispanic,BA,1981,278000,BA or more
1251,male,nonblacknonhispanic,MA,1981,85000,BA or more
1252,male,hispanic,HS,1982,150,BA or more
1253,female,nonblacknonhispanic,HS,1984,135100,BA or more
1254,female,nonblacknonhispanic,PhD,1982,149015,BA or more
1256,female,nonblacknonhispanic,GED,1984,60000,Some college
1257,female,nonblacknonhispanic,AA,1984,135800,HS
1259,male,nonblacknonhispanic,HS,1984,163750,Some college
1260,male,nonblacknonhispanic,HS,1983,101005,HS
1261,male,nonblacknonhispanic,HS,1981,115000,Some college
1263,male,nonblacknonhispanic,HS,1982,178000,Some college
1264,male,nonblacknonhispanic,HS,1984,87837,HS
1265,female,nonblacknonhispanic,HS,1980,131000,Some college
1266,female,nonblacknonhispanic,HS,1983,127714,HS
1267,male,nonblacknonhispanic,ProfD,1981,205000,BA or more
1268,female,nonblacknonhispanic,HS,1980,50608,Some college
1269,female,nonblacknonhispanic,BA,1981,105000,Some college
1270,male,nonblacknonhispanic,BA,1981,136500,BA or more
1271,female,nonblacknonhispanic,GED,1982,91657,less than HS
1272,male,nonblacknonhispanic,None,1981,37000,HS
1275,female,nonblacknonhispanic,None,1983,97000,HS
1276,female,nonblacknonhispanic,BA,1980,182161,HS
1278,male,nonblacknonhispanic,ProfD,1982,599728,Some college
1279,male,nonblacknonhispanic,MA,1982,146000,Some college
1281,male,nonblacknonhispanic,BA,1984,193400,Some college
1285,female,nonblacknonhispanic,BA,1981,151500,BA or more
1286,male,nonblacknonhispanic,ProfD,1983,260400,BA or more
1287,male,nonblacknonhispanic,HS,1982,43851,HS
1288,male,nonblacknonhispanic,MA,1983,60000,BA or more
1290,female,nonblacknonhispanic,MA,1981,126000,BA or more
1292,female,nonblacknonhispanic,MA,1982,145000,Some college
1294,male,nonblacknonhispanic,MA,1984,72500,BA or more
1296,female,black,MA,1983,160020,BA or more
1297,male,nonblacknonhispanic,HS,1980,71979,BA or more
1301,male,nonblacknonhispanic,BA,1984,170000,Some college
1302,female,nonblacknonhispanic,HS,1981,140000,Some college
1305,male,nonblacknonhispanic,MA,1981,115000,BA or more
1307,female,nonblacknonhispanic,BA,1984,297000,Some college
1309,female,nonblacknonhispanic,GED,1982,51000,Some college
1311,female,nonblacknonhispanic,HS,1980,188800,Some college
1314,female,nonblacknonhispanic,BA,1982,259614,BA or more
1315,female,nonblacknonhispanic,HS,1980,17371,HS
1316,female,nonblacknonhispanic,ProfD,1983,599728,HS
1318,male,nonblacknonhispanic,HS,1984,109002,HS
1319,female,nonblacknonhispanic,HS,1984,91000,HS
1321,male,nonblacknonhispanic,HS,1982,47000,Some college
1322,female,nonblacknonhispanic,BA,1982,111000,BA or more
1323,male,hispanic,HS,1984,44000,Some college
1324,female,black,HS,1980,32000,HS
1325,female,black,BA,1982,38100,BA or more
1327,female,nonblacknonhispanic,HS,1981,52586,HS
1328,female,black,HS,1980,48000,Some college
1329,female,hispanic,GED,1981,108000,HS
1330,female,nonblacknonhispanic,ProfD,1982,599728,BA or more
1332,male,nonblacknonhispanic,BA,1980,175000,BA or more
1335,male,nonblacknonhispanic,BA,1980,599728,BA or more
1336,male,nonblacknonhispanic,BA,1984,599728,BA or more
1338,female,nonblacknonhispanic,MA,1981,125000,BA or more
1341,male,nonblacknonhispanic,BA,1983,100000,BA or more
1342,male,nonblacknonhispanic,MA,1980,141000,HS
1343,male,nonblacknonhispanic,HS,1980,80000,BA or more
1344,female,nonblacknonhispanic,HS,1983,50004,BA or more
1345,female,black,MA,1980,62929,BA or more
1347,female,nonblacknonhispanic,HS,1983,80000,Some college
1349,male,nonblacknonhispanic,AA,1983,57000,BA or more
1350,female,hispanic,HS,1983,40000,less than HS
1351,male,hispanic,HS,1981,22143,less than HS
1353,male,hispanic,HS,1984,58000,less than HS
1356,female,hispanic,None,1981,105000,less than HS
1357,female,hispanic,BA,1982,215000,less than HS
1358,female,hispanic,MA,1984,312000,less than HS
1360,male,hispanic,BA,1981,132000,BA or more
1361,male,nonblacknonhispanic,BA,1982,160000,BA or more
1362,female,nonblacknonhispanic,HS,1980,39000,BA or more
1363,male,hispanic,BA,1981,227004,Some college
1364,male,nonblacknonhispanic,HS,1980,185000,HS
1366,male,hispanic,HS,1980,100000,HS
1367,male,nonblacknonhispanic,BA,1984,120000,Some college
1369,female,nonblacknonhispanic,ProfD,1981,68000,Some college
1371,male,nonblacknonhispanic,BA,1981,155158,BA or more
1372,female,nonblacknonhispanic,BA,1983,80000,BA or more
1375,female,nonblacknonhispanic,HS,1984,55000,less than HS
1376,male,nonblacknonhispanic,AA,1980,45731,BA or more
1378,male,nonblacknonhispanic,HS,1983,48000,HS
1379,female,nonblacknonhispanic,HS,1984,90000,HS
1380,female,nonblacknonhispanic,HS,1980,135000,HS
1382,male,nonblacknonhispanic,GED,1984,124679,BA or more
1384,female,nonblacknonhispanic,HS,1983,40000,HS
1385,female,nonblacknonhispanic,None,1982,0,HS
1386,female,hispanic,AA,1981,84186,HS
1387,female,hispanic,None,1982,44000,HS
1388,female,hispanic,None,1984,26000,HS
1390,male,nonblacknonhispanic,AA,1982,186000,less than HS
1391,female,hispanic,HS,1980,2000,less than HS
1393,female,hispanic,HS,1984,89000,less than HS
1394,male,black,None,1984,32500,HS
1398,female,black,None,1980,0,HS
1399,female,black,HS,1984,21217,Some college
1400,male,black,HS,1980,13829,HS
1403,female,nonblacknonhispanic,HS,1981,96000,Some college
1405,male,nonblacknonhispanic,HS,1982,150000,HS
1406,male,nonblacknonhispanic,HS,1983,90000,HS
1407,male,nonblacknonhispanic,AA,1983,0,BA or more
1408,male,nonblacknonhispanic,MA,1980,225999,BA or more
1410,female,nonblacknonhispanic,AA,1980,599728,BA or more
1411,female,nonblacknonhispanic,BA,1980,240000,BA or more
1412,female,nonblacknonhispanic,BA,1982,190000,BA or more
1413,female,hispanic,BA,1984,190500,Some college
1414,female,nonblacknonhispanic,MA,1982,176000,Some college
1415,female,nonblacknonhispanic,HS,1982,125000,HS
1416,female,nonblacknonhispanic,HS,1982,34301,HS
1418,male,nonblacknonhispanic,GED,1983,257200,HS
1419,female,nonblacknonhispanic,HS,1982,12000,HS
1421,male,nonblacknonhispanic,MA,1983,112000,BA or more
1422,female,black,BA,1982,109100,BA or more
1424,female,black,None,1983,0,HS
1425,male,black,HS,1981,20000,HS
1427,female,black,GED,1984,0,HS
1428,female,black,None,1980,62534,HS
1429,female,nonblacknonhispanic,HS,1981,130000,BA or more
1430,female,nonblacknonhispanic,PhD,1982,225000,BA or more
1431,male,nonblacknonhispanic,BA,1980,225000,BA or more
1433,female,nonblacknonhispanic,HS,1984,110000,BA or more
1436,female,nonblacknonhispanic,GED,1984,161300,Some college
1437,female,nonblacknonhispanic,HS,1980,80800,Some college
1438,female,nonblacknonhispanic,ProfD,1982,117100,BA or more
1440,female,nonblacknonhispanic,BA,1981,103000,BA or more
1441,male,nonblacknonhispanic,BA,1980,226005,HS
1442,female,nonblacknonhispanic,BA,1981,219600,HS
1444,female,nonblacknonhispanic,MA,1981,162000,BA or more
1445,female,nonblacknonhispanic,AA,1982,87453,BA or more
1446,male,nonblacknonhispanic,MA,1984,228573,BA or more
1447,male,nonblacknonhispanic,HS,1983,65000,BA or more
1448,female,nonblacknonhispanic,HS,1982,270000,BA or more
1449,male,nonblacknonhispanic,HS,1980,150000,BA or more
1450,female,nonblacknonhispanic,MA,1981,140000,BA or more
1452,male,hispanic,MA,1983,75000,BA or more
1453,female,nonblacknonhispanic,MA,1981,110180,BA or more
1454,female,nonblacknonhispanic,MA,1981,43300,BA or more
1455,male,nonblacknonhispanic,MA,1983,253793,BA or more
1456,male,nonblacknonhispanic,BA,1980,108000,BA or more
1457,male,nonblacknonhispanic,BA,1983,120100,BA or more
1460,male,nonblacknonhispanic,BA,1984,343000,BA or more
1461,male,nonblacknonhispanic,HS,1981,93000,BA or more
1462,female,nonblacknonhispanic,MA,1984,183001,BA or more
1463,male,nonblacknonhispanic,BA,1980,599728,BA or more
1464,female,nonblacknonhispanic,BA,1984,165000,BA or more
1465,male,black,GED,1984,68143,BA or more
